      722.91        0.45      2.55     0.55      0.1       /60     17S_PR
     1373.70        0.45      2.55     0.55      0.1       /59     17S_SA
     2939.72        0.45      2.55     0.55      0.1       /61     18_NA
     5653.82        0.45      2.55     0.55      0.1       /62     18_SA
    15103.01        0.45      2.55     0.55      0.1       /63     19_SA
     3061.70        0.45      2.55     0.55      0.1       /64     20_NA1
        0.00        0.45      2.55     0.55      0.1       /65     20_NA2
       10.66        0.45      2.55     0.55      0.1       /66     20_PA
      281.20        0.45      2.55     0.55      0.1       /67     21_NA
      957.56        0.45      2.55     0.55      0.1       /68     21_PA
     8188.88        0.45      2.55     0.55      0.1       /69     21_SA
     1426.65        0.45      2.55     0.55      0.1       /70     22_NA
    21500.93        0.45      2.55     0.55      0.1       /71     22_SA1
        0.00        0.45      2.55     0.55      0.1       /72     22_SA2
    30611.94        0.45      2.55     0.55      0.1       /73     23_NA
      166.71        0.45      2.55     0.55      0.1       /74     24_NA1
     7351.29        0.45      2.55     0.55      0.1       /75     24_NA2
        0.00        0.45      2.55     0.55      0.1       /76     24_NA3
        0.00        0.45      2.55     0.55      0.1       /77     25_NA
        0.00        0.45      2.55     0.55      0.1       /78     25_PA1
        0.00        0.45      2.55     0.55      0.1       /79     25_PA2
      675.82        0.45      2.55     0.55      0.1       /80     26N_NA
        0.00        0.45      2.55     0.55      0.1       /81     26S_NA
        0.00        0.45      2.55     0.50      0.1       /82     60N_NA1
        0.00        0.45      2.55     0.50      0.1       /83     60N_NA2
        0.00        0.45      2.55     0.50      0.1       /84     60N_NA3
        0.00        0.45      2.55     0.50      0.1       /85     60N_NA4
      152.09        0.45      2.55     0.50      0.1       /86     60N_NA5
      139.44        0.45      2.55     0.50      0.1       /87     60S_NA1
        0.00        0.45      2.55     0.50      0.1       /88     60S_NA2
        0.00        0.45      2.55     0.50      0.1       /89     60S_PA1
     2620.69        0.45      2.55     0.50      0.1       /90     60S_PA2
       45.98        0.45      2.55     0.50      0.1       /91     61_NA1
      892.91        0.45      2.55     0.50      0.1       /92     61_NA2
        0.00        0.45      2.55     0.50      0.1       /93     61_NA3
        0.00        0.45      2.55     0.50      0.1       /94     61_NA4
        0.00        0.45      2.55     0.50      0.1       /95     61_NA5
        0.00        0.45      2.55     0.50      0.1       /96     61_NA6
     3795.46        0.45      2.55     0.50      0.1       /97     61_PA1
      734.63        0.45      2.55     0.50      0.1       /98     61_PA2
        0.00        0.45      2.55     0.50      0.1       /99     62_NA1
        0.00        0.45      2.55     0.50      0.1       /100    62_NA2
        0.00        0.45      2.55     0.50      0.1       /101    62_NA3
        0.00        0.45      2.55     0.50      0.1       /102    62_NA4
        0.00        0.45      2.55     0.50      0.1       /103    62_NA5
        0.00        0.45      2.55     0.50      0.1       /104    62_NA6
        0.00        0.45      2.55     0.50      0.1       /105    63_NA1
        0.00        0.45      2.55     0.50      0.1       /106    63_NA2
     3270.86        0.45      2.55     0.50      0.1       /107    63_NA3
      229.14        0.45      2.55     0.50      0.1       /108    63_NA4
        0.00        0.45      2.55     0.50      0.1       /109    63_PR1
        0.00        0.45      2.55     0.50      0.1       /110    63_PR2
        0.00        0.45      2.55     0.50      0.1       /111    63_PR3
        0.00        0.45      2.55     0.50      0.1       /112    64_NA1
        0.00        0.45      2.55     0.50      0.1       /113    64_NA2
        0.00        0.45      2.55     0.50      0.1       /114    64_PA1
        0.00        0.45      2.55     0.50      0.1       /115    64_PA2
        0.00        0.45      2.55     0.50      0.1       /116    64_PA3
      300.00        0.45      2.55     0.50      0.1       /117    64_XA
        0.00        0.45      2.55     0.50      0.1       /118    71_NA1
        0.00        0.45      2.55     0.50      0.1       /119    71_NA2
        0.00        0.45      2.55     0.50      0.1       /120    71_NA3
        0.00        0.45      2.55     0.50      0.1       /121    71_PA1
        0.00        0.45      2.55     0.50      0.1       /122    71_PA2
        0.00        0.45      2.55     0.50      0.1       /123    71_PA3
        0.00        0.45      2.55     0.50      0.1       /124    71_PA4
        0.00        0.45      2.55     0.50      0.1       /125    71_PA5
        0.00        0.45      2.55     0.50      0.1       /126    71_PA6
        0.00        0.45      2.55     0.50      0.1       /127    71_PA7
        0.00        0.45      2.55     0.50      0.1       /128    71_PA8
        0.00        0.45      2.55     0.50      0.1       /129    72_NA1
        0.67        0.45      2.55     0.50      0.1       /130    72_NA2
        0.00        0.45      2.55     0.50      0.1       /131    72_PA
        0.00        0.45      2.55     0.50      0.1       /135    72_PR1
        0.00        0.45      2.55     0.50      0.1       /136    72_PR2
        0.00        0.45      2.55     0.50      0.1       /137    72_PR3
        0.00        0.45      2.55     0.50      0.1       /138    72_PR4
        0.00        0.45      2.55     0.50      0.1       /139    72_PR5
        1.31        0.45      2.55     0.50      0.1       /140    72_PR6
        0.00        0.45      2.55     0.50      0.1       /132    72_XA1
     3983.81        0.45      2.55     0.50      0.1       /133    72_XA2
        0.00        0.45      2.55     0.50      0.1       /134    72_XA3
     1195.48        0.45      2.55     0.50      0.1       /141    73_NA
        0.00        0.45      2.55     0.50      0.1       /142    73_PA1
     1012.81        0.45      2.55     0.50      0.1       /143    73_PA2
        0.00        0.45      2.55     0.50      0.1       /144    73_PA3
      439.26        0.45      2.55     0.50      0.1       /145    73_XA
        0.00        0.45      2.55     0.50      0.1       /146    90_NA
        0.00        0.45      2.55     0.50      0.1       /147    90_PA1
        0.00        0.45      2.55     0.50      0.1       /148    90_PA2
C****************************************************************
C    FHD_P        PHD_NP
C----------------------------------------------------------------
C	Historical Decomposition Lands
C	(fraction of existing level percentages)
C----------------------------------------------------------------
C Ponded  Non-Ponded  Water Year
C----------------------------------------------------------------
       1            1    /1921
       1            1    /1922
       1            1    /1923
       1            1    /1924
       1            1    /1925
       1            1    /1926
       1            1    /1927
       1            1    /1928
       1            1    /1929
       1            1    /1930
       1            1    /1931
       1            1    /1932
       1            1    /1933
       1            1    /1934
       1            1    /1935
       1            1    /1936
       1            1    /1937
       1            1    /1938
       1            1    /1939
       1            1    /1940
       1            1    /1941
       1            1    /1942
       1            1    /1943
       1            1    /1944
       1            1    /1945
       1            1    /1946
       1            1    /1947
       1            1    /1948
       1            1    /1949
       1            1    /1950
       1            1    /1951
       1            1    /1952
       1            1    /1953
       1            1    /1954
       1            1    /1955
       1            1    /1956
       1            1    /1957
       1            1    /1958
       1            1    /1959
       1            1    /1960
       1            1    /1961
       1            1    /1962
       1            1    /1963
       1            1    /1964
       1            1    /1965
       1            1    /1966
       1            1    /1967
       1            1    /1968
       1            1    /1969
       1            1    /1970
       1            1    /1971
       1            1    /1972
       1            1    /1973
       1            1    /1974
       1            1    /1975
       1            1    /1976
       1            1    /1977
       1            1    /1978
       1            1    /1979
       1            1    /1980
       1            1    /1981
       1            1    /1982
       1            1    /1983
       1            1    /1984
       1            1    /1985
       1            1    /1986
       1            1    /1987
       1            1    /1988
       1            1    /1989
       1            1    /1990
       1            1    /1991
       1            1    /1992
       1            1    /1993
       1            1    /1994
       1            1    /1995
       1            1    /1996
       1            1    /1997
       1            1    /1998
       1            1    /1999
       1            1    /2000
       1            1    /2001
       1            1    /2002
       1            1    /2003
       1            1    /2004
       1            1    /2005
       1            1    /2006
       1	    1 	 /2007
       1            1    /2008
       1            1    /2009
       1	    1 	 /2010 
       1	    1 	 /2011 
       1	    1 	 /2012
       1	    1 	 /2013 
       1	    1 	 /2014
       1	    1 	 /2015
       1	    1 	 /2016       
       
       
